premise_name,premise_city,premise_address1,premise_address2,premise_zip,premi se_state,premise_phone,geolocation
IMPERIAL ATHLETIC CLUB,MORRISVILLE,4700 EMPEROR BLVD,,27560,NC,,35.8779479; -78.8384012
STRUCTURE HOUSE INDOOR,DURHAM,3017 PICKETT RD,,27705,NC,,35.9733294; -78.9634206
TRIANGLE POINTE APTS,DURHAM,600 DISCOVERY WAY,,27703,NC,,35.9369545; -78.8212488
KIDS KORNER ACADEMY II,DURHAM,1326 HILL ST,,27701,NC,(919) 401-0900,35.9851779; -78.91079
BASAN,DURHAM,359 BLACKWELL ST SUITE 220,,27701,NC,(919) 424-7759,35.9929477; -78.904309
DURHAM CENTER ACCESS FOOD SERVICE,DURHAM,309 CRUTCHFIELD STREET,,27704,NC,(919) 560-7305,36.0388668; -78.9034615
TOWER OF BLESSING A REFUGE TO SEEK,DURHAM,2309 ELLINGTON STREET,,27704,NC,(919) 680-6360,36.0027112; -78.8516322
MINERAL SPRINGS I GROUP HOME,DURHAM,414 MINERAL SPRINGS ROAD,,27703,NC,(919) 528-2558,35.9756991; -78.8266458
MELODY HOUSE #3,DURHAM,3116 CEDARWOOD DRIVE,,27707,NC,(919) 251-9691,35.951873; -78.914275
DUKE DIET/FIT CTR POOL,DURHAM,501 DOUGLAS STREET,,27705,NC,,36.0110096; -78.9416759
DURHAM HILTON,DURHAM,3800 HILLSBOROUGH RD,,27705,NC,,36.0262558; -78.9567106
HARRIS TEETER 254 DELI,DURHAM,1501 HORTON ROAD,,27705,NC,(919) 471-1938,36.0563065; -78.930937
THRESHOLD INC,DURHAM,609 GARY INC.,,27703,NC,(919) 682-4124,35.9099717; -78.8993778
LIBERTY BAPTIST CHURCH SCHOOL LUNCH ROOM,DURHAM,3864 GUESS ROAD,,27705,NC,(919) 697-3771,36.0635841; -78.9264967
SAMS CLUB 4831 MEAT MARKET,DURHAM,4005 CHAPEL HILL BLVD,,27707,NC,(919) 489-8160,35.9703898; -78.9535795
HARRIS TEETER MEAT MARKET  172,DURHAM,1817 MARTIN LUTHER KING JR P,,27707,NC,(919) 489-9887,35.9595693; -78.9592204
CROASDAILE VILLAGE RETIREMENT,DURHAM,2600 CROADSDAILE FARM PARKWA,,27705,NC,(919) 384-2000,36.046719; -78.9386752
BRYSONS CHRIST MONTES SCH  2,DURHAM,6701 GARRETT RD,,27707,NC,(919) 490-0287,35.924808; -78.960165
CHILDREN FIRST DAY CARE,DURHAM,1211 CARROLL ST,,27707,NC,(919) 489-6837,35.988151; -78.915689
ENO VALLEY SAC CLUB,DURHAM,117 MILTON RD,,27712,NC,(919) 287-5675,36.0851774; -78.912153
PRIMROSE SCHOOL AT HOPE VALLEY,DURHAM,702 JULIETTE DR,,27713,NC,(919) 484-8884,35.9382416; -78.9279967
THE LEARNING GARDEN,DURHAM,3816 SOUTHWEST DURHAM RD,,27707,NC,(919) 489-2747,35.9464989; -78.9837146
LITTLE RIVER SAC CLUB,DURHAM,2215 SNOW HILL RD,,27712,NC,(919) 560-3940,36.1004297; -78.8654712
IMMACULATA,DURHAM,721 BURCH ST,,27701,NC,(919) 682-5847,35.9977684; -78.9138111
NORTHPOINT CROSSING APTS,DURHAM,901 CHALK LEVEL RD,,27704,NC,,36.0491866; -78.9118842
FALCONBRIDGE COMM CLUB,CHAPEL HILL,6400 FALCONBRIDGE RD,,27514,NC,,35.9075374; -78.9859143
FIVE OAKS REC ASSOC,DURHAM,5109 PINE CONE DR,,27707,NC,,35.9395889; -78.9898189
GUEST QUARTERS SUITE HOTEL,DURHAM,2515 MERIDIAN PKWY,,27713,NC,,35.909563; -78.8971946
PARKRIDGE APTS,DURHAM,810 PARKRIDGE RD,,27713,NC,,35.9168554; -78.9441353
501 TOWNS,DURHAM,2029 BEDFORD  ST,,27707,NC,,35.9764103; -78.9289939
NORTH POINTE APTS CABANA POOL,DURHAM,2335 BROAD ST,,27704,NC,,36.0315413; -78.9124602
PEBBLE CREEK HOA,DURHAM,700 CONSTITUTION DR,,27705,NC,,36.0148874; -78.9684833
EMERALD FOREST APARTMENTS,DURHAM,4512 EMERALD FOREST DR,,27713,NC,,35.9039037; -78.9053086
DUKE TOWER RESIDENTIAL SUITES,DURHAM,809 W TRINITY AVE,,27701,NC,,36.0055068; -78.9046252
CREEKSIDE SAC CLUB,DURHAM,5321 EPHESUS CHURCH RD,,27707,NC,(919) 287-5672,35.9278812; -78.9937316
TREASURES OF JOY CLC,DURHAM,3500 S ALSTON AVE,,27713,NC,(919) 484-1881,35.9342796; -78.8858456
HOLIDAY INN EXPRESS,DURHAM,2516 GUESS RD,,27705,NC,,36.0275026; -78.9239574
LIGGETT AT WEST VILLAGE APTS,DURHAM,600 W. MAIN ST,,27701,NC,,35.9985323; -78.90565
"ABUNDANT LOVE CHRISTIAN DAYCARE, INC",DURHAM,2210 E NC HWY 54,,27713,NC,(919) 251-9902,35.9010292; -78.8925601
DON MARCELO'S,DURHAM,2816 ERWIN ROAD SUITE 205,,27705,NC,(919) 451-5219,36.0066653; -78.9477923
ICHIBAN,DURHAM,6910 FAYETTEVILLE RD FC3,,27713,NC,(919) 806-2221,35.9032686; -78.9427487
THE LEARNING EXPERIENCE,CHAPEL HILL,501 E BARBEE CHAPEL RD,,27517,NC,(919) 442-0515,35.9023802; -79.0066513
BLUE STINGRAY,DURHAM,3600 N DUKE STREET SUITE 28 B,,27704,NC,(919) 477-0776,36.0495727; -78.9046188
KESTREL HEIGHTS,DURHAM,4700 S ALSTON AVE,,27707,NC,(919) 493-6056,35.8958764; -78.8889832
GOLDEN CHINA,DURHAM,1515 N. POINTE DR. SUITE 110,,27705,NC,(919) 220-3168,36.026883; -78.9159345
GARRETT WEST,DURHAM,4130 GARRETT ROAD,,27707,NC,,35.964363; -78.9791492
JAPAN EXPRESS,DURHAM,3409 HILLSBOROUGH RD.,,27705,NC,(919) 598-6817,36.0182097; -78.9467118
SHOP & GO FOOD MART GRILL,DURHAM,4640 HILLSBOROUGH RD.,,27705,NC,(919) 383-4864,36.0330923; -78.9813421
CHICK-FIL-A,DURHAM,6910 FAYETTEVILLE RD STE 246,,27713,NC,(919) 806-5557,35.9034513; -78.9431065
HIBACHI GRILL & SUPREME BUFFET,DURHAM,4600 DURHAM-CHAPEL HILL BLVD.,,27707,NC,(919) 596-8936,35.9618939; -78.9779035
KIN I,DURHAM,1006 BROAD ST,,27705,NC,(919) 286-7773,36.014104; -78.9190464
VILLAGES OF CORNWALLIS,DURHAM,3400 YORKTOWN RD,,27713,NC,,35.9345; -78.8955712
COMPARE FOODS DELI,DURHAM,2000 AVONDALE DR.,,27704,NC,(919) 220-9638,36.0165379; -78.8849457
SO GOOD PUPUSAS,DURHAM,3726 MAYFAIR ST WILL & POPS,,27701,NC,(919) 791-7744,
MONTESSORI SCHOOL OF RALEIGH,DURHAM,408 ANDREWS CHAPEL ROAD,,27703,NC,(919) 957-7511,35.9290386; -78.7777806
REVOLUTION,DURHAM,107 WEST MAIN ST,,27701,NC,(919) 956-9999,35.9950817; -78.9011374
ZAXBY'S,DURHAM,3520 HILLSBOROUGH ROAD,,27705,NC,(919) 973-5693,36.0216591; -78.9507192
DPS PRE K W G PEARSON,DURHAM,3501 FAYETTEVILLE STREET,,27707,NC,(919) 560-3988,35.9582719; -78.9074315
CREEKSIDE ELEMENTARY EDUCATION,DURHAM,5321 EPHESUS CHURCH RD,,27707,NC,(919) 560-3919,35.9278812; -78.9937316
CITY OF MEDICINE ACADEMY,DURHAM,301 CRUTCHFIELD ST,,27704,NC,(919) 560-2001,36.0388388; -78.9024982
MERIWETHER PLACE APT,DURHAM,4001 MERIWETHER DR,,27704,NC,,36.0417072; -78.8908016
THE GLASS JUG,DURHAM,5410 HWY 55 SUITE AF,,27713,NC,(919) 818-6907,35.8903611; -78.89774
ATRIA SOUTHPOINT WALK,DURHAM,5705 FAYETTEVILLE ROAD,,27713,NC,(919) 401-0100,35.9214819; -78.9272936
RECOVERY CONNECTIONS OF DURHAM I,DURHAM,2203 ELMWOOD AVENUE,,27707,NC,(919) 937-3203,35.988129; -78.930002
MELODY HOUSE #1,DURHAM,2727 MARLIN DRIVE,,27703,NC,(919) 724-5778,35.985005; -78.866407
TROPICAL SMOOTHIE CAFE,DURHAM,"5311 S MIAMI BLVD, SUITE F",,27703,NC,(919) 474-2233,35.8806773; -78.8494375
GLORY,DURHAM,2618 OWENS ST.,,27703,NC,(919) 824-0155,35.980413; -78.87
SALVATION ARMY BOYS AND GIRLS CLUB,DURHAM,810 N ALSTON AVE.,,27702,NC,(919) 682-7842,35.9932357; -78.8857889
DELI-ICIOUS DC #102,RALEIGH,2401-303 OLD WORLD PLACE,,27612,NC,(919) 410-8849,35.86078; -78.6816606
SANDY RIDGE ELEMENTARY SCHOOL PRE K,DURHAM,1417 OLD OXFORD HWY,,27704,NC,(919) 560-2695,36.0577148; -78.871103
UNITED THERAPEUTICS,DURHAM,55 T W ALEXANDER DRIVE,,27709,NC,,35.9144814; -78.8780184
JOE'S COMMISSARY&COMMERCIAL KITC,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 442-7948,35.9819333; -78.8777813
FOX FIRE APT,DURHAM,1400 WYLDEWOOD RD,,27704,NC,(919) 797-7731,36.053008; -78.923312
WHICH WICH,DURHAM,1125 W NC HWY 54 SUITE 201,,27707,NC,(919) 401-2888,35.9182655; -78.9593263
HILTON DURHAM,DURHAM,3800 HILLSBOROUGH RD,,27705,NC,(919) 383-8033,36.0262558; -78.9567106
LEANBACK SOUL FOOD CATERING,DURHAM,1101 W CHAPEL HILL STREET COOKERY,,27701,NC,(919) 576-9556,35.9966404; -78.9158702
TACOS EL COCO LOCO,DURHAM,2100 ANGIER AVE JOES COMMISSARY,,27703,NC,(919) 699-3810,35.9819333; -78.8777813
DANIELLE'S AFL,DURHAM,2 HEATHERFORD CT,,27703,NC,(919) 672-2873,36.0177563; -78.8076496
FOOD LION PRODUCE #1343,DURHAM,2000 CHAPEL HILL ROAD,,27707,NC,(919) 402-0190,35.9874738; -78.9279668
COURTYARD BY MARRIOTT,DURHAM,1815 FRONT ST,,27705,NC,(919) 309-1500,36.0296779; -78.9371908
FALAFEL 54,DURHAM,2105 E NC54,,27703,NC,(919) 237-1365,35.9023528; -78.8948715
STAR HEALTH,DURHAM,600 1 A11 AUDUBON LAKE DR,,27713,NC,(336) 212-0915,35.910364; -78.946967
ROOTED PROVISIONS,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 423-7403,35.9965963; -78.9158568
FOOD LION PRODUCE 2593,DURHAM,3022 FAYETTEVILLE ST,,27707,NC,(919) 682-6242,35.9632745; -78.9077115
BAMBINO'S PLAYSCHOOL,DURHAM,4823 MEADOW DR SUITE 300,,27713,NC,(919) 316-7890,35.898608; -78.894478
RESIDENCE INN DURHAM,DURHAM,1108 W MAIN ST,,27701,NC,(919) 455-2900,36.0019198; -78.9118398
TOWN DELI GROCERY,DURHAM,801 N ALSTON AVE,,27701,NC,(919) 768-2192,35.9927487; -78.8860449
EL RODEO OF DURHAM INC,DURHAM,905 W MAIN STREET,,27701,NC,(919) 683-2417,35.9998819; -78.910101
HONG KONG CHINESE REST,DURHAM,3003 GUESS ROAD,,27705,NC,(919) 479-8339,36.03365; -78.9291768
HARDEE'S # 4 1251,DURHAM,2721 CHAPEL HILL ROAD,,27707,NC,(919) 489-6958,35.9753542; -78.9367152
CAFE EDENS,DURHAM,"204 WANAMAKER CT FLOR 0, MCCLENDEN TOWER",,27708,NC,(919) 688-8247,
BRIGHTWOOD TRAILS,DURHAM,2110 GILMAN STREET,,27703,NC,,35.962933; -78.804183
EAST DURHAM REC CENTER,DURHAM,2615 HARVARD AVE,,27703,NC,(919) 560-4278,35.9848435; -78.8702836
SALVATION ARMY BOYS AND GIRLS,DURHAM,810 N ALSTON AVENUE,,27702,NC,(919) 682-7842,35.9932357; -78.8857889
EASTWAY ELEMENTARY SCHOOL,DURHAM,610 N. ALSTON AVE,,27701,NC,(919) 560-3910,35.991234; -78.884721
EDISON JOHNSON,DURHAM,500 W. MURRAY AVENUE,,27704,NC,(919) 560-4270,36.0288833; -78.8994758
BETHESDA SCHOOL,DURHAM,2009 S MIAMI BLVD,,27703,NC,(919) 560-3904,35.9401449; -78.8378281
BIRCHWOOD CENTER,DURHAM,417 WALTON ST,,27703,NC,(919) 452-8621,35.982556; -78.846279
BRINGING HOPE CHILD CARE,DURHAM,2634 ATLANTIC ST.,,27707,NC,,35.967641; -78.905615
STARBUCKS COFFEE 9361,DURHAM,6813 FAYETTEVILLE RD,SUITE 102,27713,NC,(919) 544-4132,35.9047066; -78.9372682
WEST 94TH ST PUB,DURHAM,4711 HOPE VALLEY RD,SUITE 6C,27707,NC,(919) 403-0025,35.9207272; -78.9573299
BRIDGES AT SOUTHPOINT APTS,DURHAM,7304 CALIBRE PARK DR,,27707,NC,,35.913596; -78.9602128
SHEARTON INN UNIVERSITY,DURHAM,2800 CAMPUS WALK AVE,,27705,NC,,36.0111429; -78.953045
BROOKDALE DURHAM IFS,DURHAM,4434 BEN FRANKLIN BLVD,,27704,NC,(919) 479-9966,36.0467802; -78.8895483
BETTER LIVING CONCEPTS OF DURHAM,DURHAM,909 GARCIA ST,,27704,NC,(919) 477-5825,36.0556347; -78.9135175
ADVENTURE HOUSE,DURHAM,4 KIMBROUGH COURT,,27703,NC,(919) 957-9097,35.984012; -78.8077969
HAMPTON INN & SUITES,DURHAM,1542 N GREGSON ST,,27701,NC,(919) 688-8880,36.0183378; -78.9060312
SPA HEALTH CLUB,DURHAM,3419 HILLSBOROUGH RD,,27705,NC,,36.0184133; -78.947422
SMOOTHIE KING,DURHAM,1125 W. NC HWY 54 SUITE 806,,27707,NC,(919) 489-7300,35.9182655; -78.9593263
ANOTHER BEAUTIFUL BEGINNINGS,DURHAM,1309 ANGIER AVE.,,27701,NC,(919) 682-5292,35.9857413; -78.8865863
NEO JAPAN,DURHAM,1125 WEST HWY. 54 SUITE 401,,27707,NC,(919) 490-0120,35.9182655; -78.9593263
RIZZO CONFERENCE CENTER,CHAPEL HILL,150 DUBOSE HOUSE LN,,27517,NC,(919) 913-2098,35.9103688; -79.0048429
HARRIS TEETER 254 MARKET,DURHAM,1501 HORTON ROAD,,27705,NC,(919) 471-1938,36.0563065; -78.930937
FOOD LION PRODUCE  #939,DURHAM,4621 HILLSBOROUGH ROAD,,27705,NC,(919) 309-0385,36.0318768; -78.9792006
COMFORT INN,DURHAM,1816 HILLANDALE ROAD,,27705,NC,(919) 471-6100,36.030093; -78.9351
CARING HANDS,DURHAM,15 TOMS ROCK PLACE,,27704,NC,(919) 479-6806,36.034662; -78.812509
RANDY'S PIZZA EXPRESS,DURHAM,1058 W CLUB BLVD,,27701,NC,(919) 286-3397,36.018111; -78.9102149
JIMMY'S FAMOUS HOTDOGS,DURHAM,4535 HWY 55,,27713,NC,(919) 361-6888,35.9048078; -78.8947606
WENDY'S #6315,DURHAM,910 MARTIN LUTHER KING PARKWAY,,27713,NC,(620) 231-3390,35.9464433; -78.9221009
FOOD VISION @ DURHAM TECH,DURHAM,1625 COOPER ST,,27703,NC,(919) 998-8305,35.9731606; -78.8813021
FIFTH FARE,DURHAM,727 N MANGUM ST 100,,27705,NC,(919) 748-9879,36.0011328; -78.8957226
MEKONG,MORRISVILLE,2121 TW ALEXANDER DR. SUITE 110-111,,27560,NC,(919) 359-9950,35.9205016; -78.8108783
BENICHIE,DURHAM,316 W GREER ST,,27701,NC,(919) 768-3363,35.918233; -78.919787
CEDARS OF CHAPEL HILL IFS,CHAPEL HILL,101 GREEN CEDAR LANE,,27517,NC,(919) 259-7000,35.9094306; -79.0070942
KLC II,DURHAM,1910 SEDWICK RD.,,27713,NC,,35.8878452; -78.8965877
THE DOG HOUSE,DURHAM,3521 HILLSBOROUGH RD,,27705,NC,(919) 314-7661,36.0209846; -78.9510927
BLUE CROSS BLUE SHIELD UP5,DURHAM,4615 UNIVERSITY DRIVE,,27707,NC,(919) 765-4699,35.955213; -78.964034
TACO EXPRESS,DURHAM,315 FOUSHEE ST,,27704,NC,(917) 676-5774,36.015969; -78.8884158
JOE VAN GOGH,DURHAM,4711 HOPE VALLEY ROAD SUITE 19,,27707,NC,(919) 973-3950,35.9207272; -78.9573299
FLIRTING WITH FIRE,DURHAM,3726 MAYFAIR ST,,27701,NC,(919) 208-0967,35.968657; -78.953113
RAFA'S BURGERS,DURHAM,2300 CHAPEL HILL ROAD,,27707,NC,(919) 923-3267,35.9831979; -78.9311407
WHO KNEW RESIDENTIAL,DURHAM,603 N. MAPLE ST.,,27703,NC,(919) 237-3056,35.9916368; -78.8808892
A NEW BEGINNING -NORTH,DURHAM,4005 HOLT SCHOOL ROAD,,27704,NC,(919) 672-4536,36.0549139; -78.906981
TLC ADULT CARE GROUP HOME DUNBAR,DURHAM,603 DUNBAR ST,,27701,NC,(919) 937-3437,35.9788289; -78.8985607
WICKED SHOTZ CONSORTIUM,DURHAM,609 WILLIAM VICKERS,,27701,NC,(760) 402-5932,35.996248; -78.911559
SH'BELLA MODEL AND TALENT ENTERTAINMENT,DURHAM,1058 W CLUB SUITE 223 OFFICE 2,,27701,NC,,36.018111; -78.9102149
DUKE UNIVERSITY WEST UNION FARMSTEAD,DURHAM,406 CHAPEL DRIVE,PO BOX 90898,27708,NC,(919) 660-3900,36.001517; -78.9391734
BEACON LIGHTS ACADEMY,DURHAM,506 N DRIVER ST.,,27703,NC,,35.990797; -78.878259
LOVE DIVINE MINISTRY,DURAHM,318 S. DRIVER ST.,,27703,NC,,35.98219; -78.8778112
DICKEYS BARBECUE PIT,DURHAM,5318 NEW HOPE COMMONS,,27707,NC,(916) 502-6757,35.9550003; -78.9931015
DOGSTART TATTOO CO.,DURHAM,807 E MAIN ST,,27701,NC,(336) 870-7201,35.9908126; -78.8902944
THE DOG SHACK,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 758-3828,35.9819333; -78.8777813
CAMBRIA DURHAM DUKE MEDICAL,DURHAM,2306 ELBA ST.,,27705,NC,(919) 286-3111,36.0095417; -78.9367635
DOGSTAR TATTOO,DURHAM,807 E MAIN ST,,27701,NC,(919) 724-0897,35.9908126; -78.8902944
GUASACA AREPA AND SALSA GRILL,DURHAM,2200 WEST MAIN STREET SUITE A100,,27705,NC,(919) 294-8939,36.0081313; -78.9261556
DURTY BULL BREWING COMPANY,DURHAM,206 BROADWAY ST SUITE 104,,27701,NC,,36.0011871; -78.8982994
HOLTON  PLC,DURHAM,401 N DRIVER ST.,,27703,NC,,35.9896508; -78.8788866
YOUTH WORK CAREER READINESS TRAINING,DURHAM,1625 COOPER ST.,,27703,NC,,35.9731606; -78.8813021
CARING HANDS GLEN FALLS,DURHAM,500 GLEN FALLS LN. APT 103,,27713,NC,(919) 332-2659,35.8858729; -78.8872108
PUPUSERIA ANITA #2,DURHAM,2104 ANGIER AVE JOE’S COMMISSARY,,27703,NC,(919) 599-9407,35.9819333; -78.8777813
FRESH DESIRES CATERING LLC,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(336) 944-5562,35.9965963; -78.9158568
ZWELI'S,DURHAM,1101 W CHAPEL HILL STREET,,27701,NC,(919) 454-9397,35.9965963; -78.9158568
DOGSTAR TATTOO COMPANY - ANDREW R. LOCKAMY,DURHAM,807 E. MAIN ST.,SUITE 6-101,27701,NC,(919) 709-5287,35.9908126; -78.8902944
DUKE UNIVERSITY/TRIDENT PROVISIONS LEVEL 1,DURHAM,115 FRANK BASSETT DR.,.,27708,NC,(954) 295-2226,35.9950533; -78.9447645
DUKE UNIVERSITY/TRIDENT PROVISIONS LEVEL 3,DURHAM,115 FRANK BASSETT DRIVE,,27708,NC,(954) 295-2226,35.9950533; -78.9447645
TRIDENT PROVISIONS  4TH FLOOR PANTRY,DURHAM,WALLACE WADE STADIUM TOWER,,27708,NC,(954) 295-2226,35.9953688; -78.9417564
TASTY HAVEN MOBILE,DURHAM,518 E TRINITY AVE,,27707,NC,(919) 808-8145,36.00718; -78.8860193
PURDUE PHARMA MANUFACTURING LP,DURHAM,5235 INTERNATIONAL DR,,27712,NC,(984) 439-1054,36.1027227; -78.8482093
W.D. HILL RECREATION CENTER,DURHAM,1308 FAYETTEVILLE ST.,,27707,NC,(919) 560-4292,35.9806158; -78.9000066
KFC,DURHAM,511 HORTON RD,,27704,NC,(919) 479-3044,36.0507859; -78.9044701
SILVER SPOON,DURHAM,5230 N ROXBORO ROAD,,27712,NC,(919) 479-7172,36.0732931; -78.9085238
WASHINGTON DUKE INN,DURHAM,3001 CAMERON BLVD,,27706,NC,,35.9928636; -78.9474745
STRUCTURE HOUSE,DURHAM,3017 PICKETT ROAD,,27705,NC,,35.9733294; -78.9634206
STONEWALL VILLAGE HOA,DURHAM,4540 NEWBY,,27704,NC,,36.0524175; -78.907738
ROLLING HILLS HOA,DURHAM,POINCIANA DR,,27701,NC,,35.985768; -78.900744
NUCARE FAMILY CARE HOME,DURHAM,713 EVA ST,,27701,NC,(919) 766-1318,35.993772; -78.888738
ALDEN PLACE AT SOUTH SQUARE,DURHAM,4225 LARCHMONT DRIVE,SUITE 100,27707,NC,,35.9641639; -78.9654913
KFC TACO BELL,DURHAM,1110 WEST HWY 54,,27707,NC,(919) 530-8119,35.9194243; -78.9583855
STUDENT ATHLETE LEADERSHIP,DURHAM,712 CECIL ST.,,27707,NC,(919) 530-7175,35.970591; -78.895535
21 CCLC FAYETTEVILLE ST.,DURHAM,7415 FAYETTEVILLE RD,,27713,NC,,35.8936114; -78.941814
FIREHOUSE SUBS # 325,DURHAM,2608 ERWIN ROAD SUITE 128,,27705,NC,(919) 479-9995,36.0093049; -78.9448625
PIZZA HUT DELIVERY,DURHAM,4201-103 UNIVERSITY DRIVE,,27707,NC,(919) 490-9099,35.9647847; -78.9572917
ARBY'S,DURHAM,2115 S HWY 54,,27713,NC,(919) 361-0090,35.9024955; -78.8936223
BULLOCK'S BAR B CUE  INC,DURHAM,3330 QUEBEC STREET,,27705,NC,(919) 383-3211,36.0199128; -78.9447416
ONE LOVE MINISTERIES,DURHAM,1210 HORTON RD,,27704,NC,(919) 688-2163,36.057008; -78.919262
FOREST VIEW,DURHAM,3007 MT. SINAI RD.,,27705,NC,(919) 560-3932,35.988694; -78.991347
PRIMARY COLORS EARLY LEARNING CENTER,DURHAM,3008 DIXON ROAD,,27707,NC,(919) 490-0987,35.9672078; -78.9406506
KINDER CARE LEARNING CENTER,DURHAM,3703 UNIVERSITY DRIVE,,27707,NC,(919) 489-7269,35.9669489; -78.9496792
BETHESDA CHILD CARE CENTER  1,DURHAM,1914 S MIAMI BLVD,,27703,NC,(919) 596-5420,35.9435792; -78.8393888
HILTON DURHAM FOOD SERVICE,DURHAM,3800 HILLSBOROUGH ROAD,,27705,NC,(919) 383-8033,36.0262558; -78.9567106
LEONE INTERNATIONAL GROCERY/MEAT MARKET,DURHAM,810 FAYETTEVILLE ST,SUITE 108,27701,NC,(919) 680-0800,35.9852771; -78.898944
KROGER R 381 MEAT MARKET,DURHAM,3825 S ROXBORO ST,SUITE 101,27707,NC,(919) 361-0470,35.9495321; -78.9211694
DEBORAH'S DAY CARE,DURHAM,1801 STAGE RD,,27703,NC,(919) 596-3636,35.946055; -78.84444
PIZZA HUT DELIVERY,DURHAM,3808 GUESS ROAD,,27705,NC,(919) 477-7377,36.0586094; -78.9279599
CHUBBYS TACOS,DURHAM,748 NINTH STREET,,27705,NC,(919) 286-4499,36.0094173; -78.9218729
SUBWAY,DURHAM,1058 W CLUB,,27701,NC,(919) 286-9681,36.018111; -78.9102149
AUBURN SWIM CLUB,DURHAM,1105 PEBBLE CREEK CROSSING,,27713,NC,,35.913281; -78.91466
DUKE UNIVERSITY AQUATIC CTR DIVIN,DURHAM,AQUATIC CENTER WEST CAMPUS,200 FACILITIES CTR,27708,NC,,35.9973617; -78.9413099
EMERALD FOREST APTMENTS,DURHAM,4512 EMERALD FOREST DR,,27713,NC,,35.9039037; -78.9053086
RIVERSIDE HIGH,DURHAM,3218 ROSE OF SHARON RD,,27712,NC,(919) 560-3965,36.065495; -78.943225
MAGNOLIA POINT,DURHAM,4801 DANUBE LANE,,27707,NC,(919) 564-7426,36.057642; -78.8900068
"SOIGNE SPECIAL EVENTS ,LLC",DURHAM,1101 W CHAPEL HILL ST,,27707,NC,(919) 972-8297,35.9966873; -78.9210582
BURGER KING #17454,DURHAM,5630 S MIAMI BLVD,,27707,NC,(919) 941-9197,35.8754715; -78.8514209
THE CUPCAKE BAR,DURHAM,101 E CHAPEL HILL ST SUITE C,,27701,NC,(919) 816-2905,35.9971073; -78.9036722
AI FUJI JAPANESE STEAK HOUSE,DURHAM,202 HWY 54,,27713,NC,(919) 998-3988,35.9125482; -78.9363925
DOGSTAR TATTOO,DURHAM,807 E MAIN ST,,27701,NC,(919) 699-3579,35.9908126; -78.8902944
FIDELITY CAFE @ NETWORK CENTER,DURHAM,4004 EAST HWY 54,,27703,NC,(919) 458-3596,35.8864715; -78.8594466
BIG C'S WAFFLES,DURHAM,4310 S MIAMI BLVD,,27703,NC,(919) 274-8439,35.8987439; -78.8503645
MCALISTER'S DELI,DURHAM,6807 FAYETTEVILLE ROAD 117,,27713,NC,(919) 806-3354,35.9046977; -78.9354361
FELLOWSHIP BAPTIST ACADEMY,DURHAM,515 SOUTHERLAND ST,,27703,NC,(919) 596-9331,36.00021; -78.8612482
WELLINGTON FOREST HOA,DURHAM,6200 BOULDER DRIVE,,27713,NC,,35.9074545; -78.9274644
HAVEN AT RTP,DURHAM,3001 NEW HAVEN DR,,27703,NC,,35.9377377; -78.8450171
WOODSTONE CROADAILE FARM,DURHAM,100 MILLSPRING DR,,27705,NC,,36.0432432; -78.9451405
CONCERNED PARENTS ASSOCIATION,DURHAM,2819 ROCHELLE STREET,,27703,NC,(919) 358-6235,35.9905166; -78.8484735
BAYMONT INN AND SUITES,DURHAM,3710 HILLSBOROUGH RD,,27705,NC,(919) 382-3388,36.02501; -78.956104
HEAVENLY SMOKE,DURHAM,4139 DURHAM CHAPEL HILL BLVD,,27707,NC,(919) 257-7074,35.9679368; -78.9605393
ST. MARK SUMMER CAMP,DURHAM,531 S. ROXBORO ST,,27701,NC,(919) 688-2092,35.988351; -78.901345
LIFE ENRICHMENT,DURHAM,2014 ATHENS ST,,27707,NC,,35.9633663; -78.8862447
TJ'S KITCHEN,DURHAM,1408 CHRISTIAN AVE #3 SOPHISTICATED CATERING INC,,27705,NC,(919) 673-7188,36.0237073; -78.95042
MOE'S SOUTHWEST GRILL,DURHAM,359 BLACKWELL STREET SUITE 115,,27701,NC,(919) 345-3761,35.9929477; -78.904309
PENDLETOWN TOWNHOMES,DURHAM,314 SOUTH WOODCREST ST.,,27703,NC,(919) 884-5435,35.9802746; -78.8504884
FALLS POINTE AT THE PARKS,DURHAM,100 CASCADE FALLS LANE,,27713,NC,(919) 806-5400,35.8843394; -78.886969
PORCHETTA,DURHAM,6910 FAYETTEVILLE ROAD SUITE 232,,27713,NC,(919) 607-7419,35.9034513; -78.9431065
ALAKSHA'S CUSTOM CATERING,DURHAM,1101 W CHAPEL HILL ST,,27701,NC,(919) 606-4285,35.9965963; -78.9158568
DURHAM YOUTH ALLIANCE,DURHAM,1313 HALLEY ST.,,27707,NC,,35.9894382; -78.9197264
MAMA VOULA'S,DURHAM,308 S DRIVER STREET,,27703,NC,(757) 784-3528,35.9825874; -78.8779264
NCCU,DURHAM,1801 FAYETTEVILLE ST,,27707,NC,,35.9747369; -78.8981013
RADISSON GOVERNORS INN,RTP,HWY 54 AT DAVIS DR,,27709,NC,,35.8909434; -78.8620262
BELMONT APTS,DURHAM,1000 MCQUEEN DR,,27705,NC,,36.0108609; -78.9476379
